Label,Def,Title,Source,Category
Psoriasis,"There is a silver like dusting on my skin. Moreover, the skin on my arms and back are starting to peel off. This is strange and really concerning me.",Psoriasis,Kaggle,Symptoms_definition
Psoriasis,"My skin rash has extended to other areas of my body, including my chest and belly. It is irritating and unpleasant, and it is frequently worst at night. I'm also experiencing skin flaking.",Psoriasis,Kaggle,Symptoms_definition
Psoriasis,"My skin rash gets worse in the winter when the air is dry. To keep my skin moisturized, I have to moisturize more regularly and use humidifiers. I am also facing joint pain.",Psoriasis,Kaggle,Symptoms_definition
Psoriasis,I've had trouble sleeping because of the itching and pain produced by the rash. My nails have little dents. I am also experiencing skin peeling in different parts of my body.,Psoriasis,Kaggle,Symptoms_definition
Psoriasis,"My skin is peeling in places, especially on my knees, elbows, and arms. This peeling is often accompanied by a painful or burning sensation. I am also developing small dents on my nails, which is really concerning.",Psoriasis,Kaggle,Symptoms_definition
Psoriasis,"My skin has a silvery layer over it, especially on my back and arms. This dusting is made up of small scales that peel off readily when rubbed. Also, there are rashes all over my body.",Psoriasis,Kaggle,Symptoms_definition
Psoriasis,"My arms, face and back are all red and irritated. It is frequently irritating and unpleasant. My nails have a strange inflammation and have developed small dents. I have never seen anything like this.",Psoriasis,Kaggle,Symptoms_definition
Psoriasis,"I've had trouble sleeping because of the itching and pain produced by the rash. My nails have little dents, which is really alarming. Moreover, my joints pain everyday and I have no idea what is causing it.",Psoriasis,Kaggle,Symptoms_definition
Psoriasis,My fingers and soles have pretty thick skin that is cracked severely. These fractures hurt and bleed frequently. The fractures are itchy and covered with scales.,Psoriasis,Kaggle,Symptoms_definition
Psoriasis,"My skin has changed from being less sensitive to being more sensitive. My skin has a silvery coating, especially on my back, elbows and knees.",Psoriasis,Kaggle,Symptoms_definition
Psoriasis,"My nails are slightly dented. Even my joints are now experiencing excruciating discomfort. My skin has a silver-like powder, especially on my back and elbows. ",Psoriasis,Kaggle,Symptoms_definition
Psoriasis,"I've had trouble falling asleep because of the rash's pain and itching. The skin on my fingers are starting to peel off. My nails have a few tiny cracks, which is really worrying. ",Psoriasis,Kaggle,Symptoms_definition
Psoriasis,"My joints are experiencing an unusual discomfort. Additionally, I've experienced weird skin peeling in various places on my body. I'm concerned that something is wrong with my body. ",Psoriasis,Kaggle,Symptoms_definition
Psoriasis,"I am starting to have rashes on my arms and neck. The rash often bleeds and hurts when I scratch it. I have also developed small dents in my nails, which is very strange.",Psoriasis,Kaggle,Symptoms_definition
Psoriasis,"Because of dry, flaky areas on my skin, I am prone to infections. My joints are in extreme pain . My knees and elbows' skin are starting to peel off.",Psoriasis,Kaggle,Symptoms_definition
Varicose Veins,"I have a rash on my legs that is causing a lot of discomforts. It seems there is a cramp and I can see prominent veins on the calf. Also, I have been feeling very tired and fatigued in the past couple of days.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"My calves have been cramping up when I walk or stand for long periods of time. There are bruise marks on my calves, which is making me worried. I feel tired very soon.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"There is bruising on my legs that I cannot explain. I can see strange blood vessels below the skin. Also, I am slightly obese and I am really worried.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,I am overweight and have noticed that my legs are swollen and the blood vessels are visible. My legs have swollen and I can see a stream of swollen veins on my calves.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"The veins on my calves have become very prominent and causing discomfort. I can't stand for long periods of time, as it causes pain in my legs, similar to cramps.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,The skin around the veins on my legs is red and inflamed. I believe I can see some of the swollen blood vessels. I am really worried about it.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,Standing or walking for long periods of time causes a lot of pain in my legs. I get cramps upon doing physical activities. There are bruise marks on my legs too.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,The cramps in my calves are making it difficult for me to walk. I feel fatigued after working for some time. I believe obesity is the reason behind this.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"The swelling in my legs has gotten worse over the past few weeks. Now, a large number of veins are noticeable on my calves, which is making me worried.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,The veins on my legs are very noticeable and cause me discomfort. It seems like there is a major bruise and I get cramps when I run.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,The skin on my calves has become inflamed and red. My legs hurt if I try to run or do any physical activities.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"Recently, the pain in my calves has been constant and becomes worse when I stand or walk for long periods of time. My legs have started to swell and also some blood vessels are quite noticeable.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,The veins in my legs are causing discomfort and difficulty sleeping at night. I have no idea why it is happening. I get cramps when I sprint.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,The swelling in my legs is causing me to have difficulty fitting into my shoes. I can't sprint or stand for long periods of time. I can see some swollen blood vessels.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,I have noticed cramps in my calves are becoming more frequent and intense. It is causing me a lot of discomforts. I am also overweight and my legs have started to swell.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,The veins on my legs cause a lot of discomforts when I sit for long periods of time.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,The rash on my legs is spreading and becoming more severe. It has become very difficult for me to run.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,My legs are causing a lot of discomforts when I exercise. I get frequent cramps and the blood vessels have become quite noticeable.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,The prominent blood vessels on my calves are causing self-consciousness and embarrassment. I believe the problem is because of my overweight.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,The skin around the veins on my legs is dry and flaky. It seems there is a major bruise and my legs have started to swell.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,I have been experiencing a rash on my legs that is causing a lot of irritation and discomfort. It is red and inflamed and appears to be spreading.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"Recently, my calves have been cramping up frequently, especially when I am walking or standing for long periods of time. Also, the veins are very noticeable.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,I have noticed that there are bruises on my legs that I cannot explain. They are not painful but are concerning to me.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"As I am overweight, I have noticed that my legs are swollen and the blood vessels are more visible than usual. The swelling seems to be getting worse over time.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,The veins on my calves are very prominent and are causing me a lot of discomforts. They are swollen and protrude from my skin.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"The skin around the veins on my legs is red, inflamed, and itchy. It is causing a lot of discomforts and I am starting to get regular cramps.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,Standing or walking for long periods of time has been causing a lot of pain in my legs. It feels like a cramp and becomes worse the longer I am on my feet.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,The cramps in my calves have been making it difficult for me to walk and do my daily activities. They come on suddenly and last for several minutes.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,The swelling in my legs has gotten worse over the past few weeks and is causing me difficulty fitting into my shoes. It is also causing discomfort when I sit for long periods of time.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"The veins on my legs are very noticeable and are causing me a lot of discomforts. They are swollen and protrude from my skin, making them visible through my clothing.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"The skin on my calves is itchy and inflamed, causing a lot of discomfort and difficulty sleeping at night. The blood vessels have started to protrude out, which is concerning.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,The pain in my calves is constant and becomes worse when I stand or walk for long periods of time. I am getting constant cramps and can't run for longer periods of time.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"The veins in my legs are causing discomfort and difficulty sleeping at night. They are swollen and protruding from my skin, making them noticeable and painful.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,The swelling in my legs is causing me to have difficulty fitting into my shoes and is causing discomfort when I sit for long periods of time.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"The cramps in my calves are becoming more frequent and intense, making it difficult for me to walk and do my daily activities.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"The veins on my legs are causing a lot of discomforts when I sit for long periods of time. They are swollen and protruding from my skin, making them painful and noticeable.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"The rash on my legs is spreading and becoming more severe. It is red, inflamed, and itchy, causing a lot of discomfort and difficulty sleeping at night.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"My legs have been causing a lot of discomforts when I exercise. They feel heavy and swollen, and the veins are prominent and painful. I feel fatigued all the time.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"The prominent veins on my calves are causing self-consciousness and embarrassment. They are swollen and protrude from my skin, making them very noticeable.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"The skin around the veins on my legs is dry and flaky, causing discomfort and irritation. I am also starting to get frequent cramps.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"I have a rash on my legs that is giving me a lot of pain. There appears to be a cramp, and I can see visible veins on the calf.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,My veins of legs have become more visible and swollen than normal. They are visible through my skin and it hurts when I move.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"Walking is tough for me because of cramps in my calves. Obesity, I believe, is the cause of this. After a while of working, I'm exhausted.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,The blood vessels on my legs are quite visible and give me a lot of pain. They're large and protrude from my skin. It is unusual and I am worried about it.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"I have noticed that the blood vessels in my legs are getting more noticeable than usual. It is a little concerning to me. Moreover, I am experiencing cramps every day.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,My legs' swelling has become worse over the last couple of days. I can see the blood vessels protruding out of the skin. This is quite unusual.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,Long durations of standing or walking have caused severe discomfort in my legs. It's a burning ache that gets worse the longer I'm on my feet.,Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"My legs' skin around the veins is unusual. There appears to be a large bruise. Nowadays, I get frequent cramps when I sprint or run.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"I am experiencing too many cramps in the last couple of days. I think something is not right. I believe there is a small bruise on my calves, but I am not sure about it.",Varicose Veins,Kaggle,Symptoms_definition
Varicose Veins,"The veins in my calves are protruding out quite unusually. I am worried about it. Also, I am overweight and I believe this is the reason behind all of this.",Varicose Veins,Kaggle,Symptoms_definition
Typhoid,"I have constipation and belly pain, and it's been really uncomfortable. The belly pain has been getting worse and is starting to affect my daily life. Moreover, I get chills every night, followed by a mild fever.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I've also had some diarrhea, which has been really unpleasant. It's been coming and going, and it's been accompanied by abdominal cramps and bloating.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I have been experiencing chills and fever, along with severe abdominal pain. I've been feeling really miserable overall, and I just can't seem to shake these symptoms.",Typhoid,Kaggle,Symptoms_definition
Typhoid,I've been having a lot of trouble keeping hydrated because of the vomiting and diarrhea. There is a mild fever along with constipation and headache.,Typhoid,Kaggle,Symptoms_definition
Typhoid,"I've lost a lot of weight in the past week because I haven't been able to eat much due to nausea and vomiting. This is followed by mild fever, headache and belly pain. I'm really concerned about my health.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"The fatigue has been really uncomfortable, and I've had a lot of difficulties doing my usual activities. I've also been feeling really depressed and irritable. There is mild pain in the abdominal part too.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I've had a persistent headache for the past week, and it's been getting worse. It's been accompanied by belly aches, constipation and diarrhea.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I've been experiencing high fever, especially at night. It's been really uncomfortable. There is a mild headache along with constipation and diarrhea.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I've been having a lot of difficulty breathing, and I feel like I'm constantly nauseous. I also have mild belly pain. It's been terrifying at times.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"Diarrhea has been really watery and foul-smelling, and it's been accompanied by abdominal pain. I feel like vomiting most of the time.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I've been having a lot of trouble sleeping because of the high fever, headache and chills. I wake up every day having a terrible pain in my belly area.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I've also been experiencing some diarrhea and constipation, which has been really worrying. It feels like a sharp, stabbing pain in my belly area. I feel tired all the time.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I have had some constipation and belly pain, which has been really uncomfortable. The pain has been getting worse and it's really affecting my daily life.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I am experiencing a lot of belly pain and constipation, which has been really annoying. Sometimes, I feel a strong urge to vomit, and because of all of these, I am feeling very weak.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"The abdominal pain has been coming and going, and it's been really unpleasant. It's been accompanied by constipation and vomiting. I feel really concerned about my health.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I have been experiencing a lot of bloating and constipation, and it's been really uncomfortable. It feels like there's a lot of pressure and pain in my belly area.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I am experiencing extreme belly pain and constipation. Every night, I have a severe fever along with chills and headaches. The last couple of days has been really uncomfortable.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I've been feeling exhausted and weak, and I can't seem to get rid of it. Because of the vomiting and nausea, I've entirely lost my appetite. My belly pains which are causing me concern.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I am experiencing constipation and stomach ache, which has been really difficult. The discomfort has gotten worse, and it is seriously interfering with my everyday life.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"Because of the vomiting and diarrhea, I've been having a lot of difficulties staying hydrated. I have a high fever, as well as constipation and headache.",Typhoid,Kaggle,Symptoms_definition
Typhoid,The abdominal pain has been frequent and really painful. Constipation and vomiting have also occurred. I'm quite worried about my health.,Typhoid,Kaggle,Symptoms_definition
Typhoid,"I'm having severe stomach pain and constipation. Every night, I get a headache and chills. The last few days have been really painful.",Typhoid,Kaggle,Symptoms_definition
Typhoid,There is a distinct pain in my abdominal part. I am not sure what it is. I am also going through constant vomiting and feel nauseous.,Typhoid,Kaggle,Symptoms_definition
Typhoid,"The diarrhea has been quite fluid and smelly, and it has been accompanied by severe abdominal pain and headache. Most of the time, I feel like vomiting.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I have had a fever for the last couple of days. Now, I am starting to experience a severe pain in my stomach area and suffering from constipation.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I am experiencing a lot of nausea and vomiting, and it's been quite difficult for me to eat anything. I've entirely lost my appetite, and as a result, I have become quite weak.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I am having a lot of trouble sleeping because of the high fever and the headache. Moreover, I have constant belly pain, because of which I can't go to work.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I have been feeling really fatigued and weak, and I can't seem to get rid of it. I have a mild fever and a strange pain in my abdominal area. I can't understand what is happening.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I've been suffering from constipation and stomach discomfort, which has been really uncomfortable. Last night, I had a mild fever too.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I've also been suffering from diarrhea, which has been really uncomfortable. It comes and goes, and it's accompanied by stomach aches and vomiting.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I've been experiencing chills, fever, and extreme stomach discomfort. I've been generally unhappy, and I can't seem to get rid of these symptoms.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"Because of the vomiting and diarrhea, I've been having a lot of difficulties staying hydrated. There is a mild fever, too, as well as stomach pain.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I have developed diarrhea. It is accompanied by severe pain in my belly area. I don't feel like eating anything, and most of the time, I have a mild headache.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I've had a lot of bloating and constipation, which has been really painful. There is a lot of pressure and pain in my stomach area. I get a high fever and chills every night.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I've had a persistent stomach pain for the past week, and it is not healing even with medication. I feel like vomiting and can't eat anything, and because of which I have become extremely weak.",Typhoid,Kaggle,Symptoms_definition
Typhoid,I am having severe stomach discomfort and diarrhoea. I have a high fever along with a headache. The previous several days have been really unpleasant.,Typhoid,Kaggle,Symptoms_definition
Typhoid,"I am having a terrible pain in my abdominal part, and I've been feeling really nauseated. I'm also experiencing a mild fever. I am really worried.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I am experiencing constipation and stomach ache. The discomfort has gotten worse, and it is seriously interfering with my everyday life. I feel like I have lost my appetite to eat anything.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"Most of the time I feel fatigued. I don't want to eat anything. I get a high fever and chills every night. Moreover, I have been vomiting since yesterday.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I have lost my appetite and have noticed a significant weight loss. I have abdominal pain, especially in the area of my stomach and intestines. I am concerned about my health.",Typhoid,Kaggle,Symptoms_definition
Typhoid,The stomach discomfort has been severe and frequent. Vomiting and constipation have also happened. I'm concerned about my health.,Typhoid,Kaggle,Symptoms_definition
Typhoid,"I have been experiencing diarrhea and have had loose, watery stools several times a day. I have lost my appetite and feel nauseated all the time. I am starting to get a mild fever too.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I am feeling quite weak. I'm having a lot of stomach discomfort and constipation, which is really bothering me. I have a strong urge to vomit at times, and as a result, I can't eat anything.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"There is strange pain in my stomach area. I don't know what the reason behind this is. Moreover, I am starting to get a mild fever along with chills and headaches.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I've had a high fever, particularly at night. It's been quite unpleasant. There is a little headache, as well as constipation and diarrhea. I don't feel like eating anything.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I've been having a lot of trouble staying hydrated because of the vomiting and diarrhea. I have a high fever, constipation, and a headache. I am also starting to get a strange pain in my stomach area and I can't do anything physical.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I have been getting a headache for the past week that has been growing worse. It has been accompanied by stomach pains, constipation, and diarrhea. I don't know what is happening and I am really worried about it.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I've lost a lot of weight in the last week because I couldn't eat much due to nausea and vomiting. This is followed by a high fever, headache, and stomach pain.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I am having some diarrhea and constipation, which has been quite concerning. In my stomach, there is a severe, painful ache. I'm constantly exhausted and don't feel like eating anything.",Typhoid,Kaggle,Symptoms_definition
Typhoid,"I've been having diarrhoea and loose, watery stools many times a day. I've lost my appetite and am always sick. I'm also developing a mild fever. Also, my abdominal part pains a lot. I don't know what the reason behind all of these is.",Typhoid,Kaggle,Symptoms_definition
Chicken pox,"I've been experiencing intense itching all over my skin, and it's driving me crazy. I also have a rash that's red and inflamed.",Chicken pox,Kaggle,Symptoms_definition
Chicken pox,"I'm feeling fatigued and have no energy. I can barely keep my eyes open during the day, and I've been feeling lethargic and unable to motivate myself.",Chicken pox,Kaggle,Symptoms_definition
Chicken pox,"I've had a high fever for the past few days. I don't know what's causing it. Also, I noticed rashes on my skin and it's hard for me to resist scratching.",Chicken pox,Kaggle,Symptoms_definition
Chicken pox,I've lost my appetite and can't seem to eat anything. I'm worried about my health.,Chicken pox,Kaggle,Symptoms_definition
Chicken pox,There are small red spots all over my body that I can't explain. It's worrying me. I feel extremely tired and experience a mild fever every night.,Chicken pox,Kaggle,Symptoms_definition
Chicken pox,"My lymph nodes are swollen, causing discomfort in my neck and armpits. I don't know what's causing it.",Chicken pox,Kaggle,Symptoms_definition
Chicken pox,"I'm feeling really sick and uncomfortable like something is wrong inside. I don't know what it could be. I noticed small red spots on my arms, which itches if I touch them.",Chicken pox,Kaggle,Symptoms_definition
Chicken pox,The itching is making it hard for me to sleep at night. I can't get any rest. I have also lost my appetite and feel lethargic.,Chicken pox,Kaggle,Symptoms_definition
Chicken pox,"I'm worried about this rash on my skin. It's spreading rapidly and causing a lot of discomforts. I can hardly sleep at night because of the itching,",Chicken pox,Kaggle,Symptoms_definition
Chicken pox,I have no energy and have lost my appetite. I'm feeling really sick and don't know what's wrong.,Chicken pox,Kaggle,Symptoms_definition
Chicken pox,"I have a skin rash that's red and inflamed, and it's spreading all over my body. I've been experiencing intense itching, especially on my arms and legs.",Chicken pox,Kaggle,Symptoms_definition
Chicken pox,"I've had a high fever for the past few days, and it's starting to worry me. I don't know what's causing it. Also, I have red spots all over my arms and legs, some of which are swollen.",Chicken pox,Kaggle,Symptoms_definition
Chicken pox,"I have a skin rash that's red and swollen, and it's spreading all over my body. I have a mild fever and it is causing me a lot of discomforts.",Chicken pox,Kaggle,Symptoms_definition
Chicken pox,"I'm feeling fatigued and have no energy. I can barely keep my eyes open during the day, and I've been feeling lethargic and unable to motivate myself.",Chicken pox,Kaggle,Symptoms_definition
Chicken pox,There are small red spots all over my body that I can't explain. The bumps are itchy and uncomfortable and seem to spread rapidly. It's worrying me.,Chicken pox,Kaggle,Symptoms_definition
Chicken pox,The itching is making it hard for me to sleep at night. I can't seem to get any rest because the rash is so itchy and uncomfortable. I'm feeling really tired and exhausted.,Chicken pox,Kaggle,Symptoms_definition
Chicken pox,I have no energy and have lost my appetite. I have a high fever and severe headache and don't know what's wrong.,Chicken pox,Kaggle,Symptoms_definition
Chicken pox,The high fever and swollen lymph nodes are causing me much discomfort. I have a headache and feel weak and fatigued. It's hard for me to concentrate because of the fever.,Chicken pox,Kaggle,Symptoms_definition
Chicken pox,"The rash on my skin is causing a lot of discomforts. It's red and inflamed, spreading all over my body. The rash is accompanied by intense itching, especially on my arms and legs.",Chicken pox,Kaggle,Symptoms_definition
Chicken pox,"There are red spots all over my body that I can't explain. The spots are itchy and starting to swell, and they are spreading rapidly.",Chicken pox,Kaggle,Symptoms_definition
